iter	Logloss
317	0.2864532727
318	0.2862177337
319	0.2859753807
320	0.2857308633
321	0.2855732878
322	0.2853308029
323	0.2851722576
324	0.2848912984
325	0.2847726839
326	0.2846332412
327	0.2843509772
328	0.2842436796
329	0.2839670296
330	0.2837784802
331	0.2835460534
332	0.2834132046
333	0.2832988161
334	0.2830706969
335	0.282961895
336	0.2828297907
337	0.2827244919
338	0.2824728407
339	0.2822534468
340	0.282057989
341	0.2818544365
342	0.2816796474
343	0.2814189534
344	0.2812543837
345	0.281055171
346	0.2808067968
347	0.2804309786
348	0.2803082291
349	0.2801370374
350	0.2798241884
351	0.2796357285
352	0.2793982555
353	0.2792487438
354	0.279067668
355	0.2789237229
356	0.278838387
357	0.2786164808
358	0.2784766015
359	0.2782958557
360	0.2781143357
361	0.2779463187
362	0.2778892145
363	0.2777191812
364	0.2775421571
365	0.277326297
366	0.2770991063
367	0.2769053839
368	0.276694912
369	0.2764363185
370	0.2762707156
371	0.2761359026
372	0.2759804097
373	0.2757671422
374	0.2756130418
375	0.2754711758
376	0.275368947
377	0.2751481458
378	0.2749906686
379	0.2748354519
380	0.2747438289
381	0.2746242766
382	0.274457503
383	0.2742757753
384	0.2740025106
385	0.2738639263
386	0.2736357233
387	0.2735042922
388	0.2734082424
389	0.2732455452
390	0.2730701579
391	0.272848282
392	0.272656773
393	0.2725637956
394	0.2724231018
395	0.2721983019
396	0.2720528833
397	0.2719335089
398	0.2718162814
399	0.2716124248
400	0.2715114278
401	0.2713535394
402	0.2711584908
403	0.2710100403
404	0.270897855
405	0.2707906399
406	0.2706103468
407	0.2704456759
408	0.2703393487
409	0.2700866258
410	0.2700132386
411	0.2699183474
412	0.2697541298
413	0.2695892994
414	0.2694848727
415	0.2693456725
416	0.2692424767
417	0.2691079825
418	0.2689615146
419	0.2688745197
420	0.2687287788
421	0.2686475744
422	0.2685059477
423	0.2682844238
424	0.2681784727
425	0.2680176451
426	0.2678556559
427	0.2677414136
428	0.2676457641
429	0.2675370053
430	0.2673716807
431	0.2672742127
432	0.2671872517
433	0.2670622109
434	0.2669146382
435	0.2668606903
436	0.2667258404
437	0.2665964101
438	0.2663827604
439	0.2662444716
440	0.2661216692
441	0.2660084407
442	0.265845707
443	0.2656961417
444	0.2655487607
445	0.265417255
446	0.2653113141
447	0.265255324
448	0.2651580083
449	0.2650560228
450	0.2648890043
451	0.2647512099
452	0.2646477641
453	0.264474617
454	0.2643886631
455	0.2642278068
456	0.2640224514
457	0.263913207
458	0.2636623439
459	0.2634568009
460	0.2632931238
461	0.263146332
462	0.2629791107
463	0.2628754802
464	0.2627196295
465	0.2625892333
466	0.2625398146
467	0.2624507215
468	0.2623180097
469	0.2621044825
470	0.2619333285
471	0.2617445081
472	0.2616060873
473	0.2614925576
474	0.2613974326
475	0.2612850374
476	0.2611430129
477	0.2610121695
478	0.260767806
479	0.2605808749
480	0.2604286889
481	0.2603120529
482	0.2601718383
483	0.2600641639
484	0.2598980005
485	0.2597484452
486	0.2596231236
487	0.2595350862
488	0.2593836023
489	0.2592742544
490	0.2591326092
491	0.259017683
492	0.2589289112
493	0.2587808663
494	0.2586576961
495	0.2585587986
496	0.258415588
497	0.2582147019
498	0.2580407331
499	0.2579379856
500	0.257842304
501	0.2576736649
502	0.2575124158
503	0.2573858855
504	0.2572388699
505	0.2570586775
506	0.2569445172
507	0.2568415504
508	0.2567228471
509	0.256607075
510	0.2565054618
511	0.2564709048
512	0.2562684892
513	0.2562171048
514	0.25611594
515	0.2559921924
516	0.2558602175
517	0.2558220894
518	0.2557071076
519	0.2555585461
520	0.2553930628
521	0.2552455449
522	0.2551527208
523	0.2549361982
524	0.2547934559
525	0.2546423073
526	0.2545337697
527	0.2544217124
528	0.2543184696
529	0.2541609019
530	0.2540388833
531	0.2538568057
532	0.2537093902
533	0.2535798923
534	0.2534526507
535	0.2532467438
536	0.2531679596
537	0.2530353342
538	0.2528919894
539	0.252746205
540	0.2525834469
541	0.2524417595
542	0.2523060007
543	0.2521922518
544	0.2520683529
545	0.2520009424
546	0.2518873196
547	0.2517855979
548	0.2516282358
549	0.2514480707
550	0.2514169046
551	0.2513118451
552	0.2511919947
553	0.2510857218
554	0.2510294955
555	0.2509145507
556	0.250813726
557	0.2506729437
558	0.2504962679
559	0.2504033093
560	0.2502947816
561	0.2501755727
562	0.2500495142
563	0.2499610766
564	0.2498931766
565	0.249831612
566	0.2497360369
567	0.2496307173
568	0.2495168039
569	0.24941691
570	0.2493378221
571	0.2492148814
572	0.2491179276
573	0.2489951454
574	0.2489506499
575	0.2488435169
576	0.2487063317
577	0.2486031485
578	0.2484362834
579	0.2482755906
580	0.2482096607
581	0.2481583486
582	0.248058923
583	0.2480215393
584	0.2478988669
585	0.2477602109
586	0.2476190426
587	0.2474622373
588	0.2473667325
589	0.2472583938
590	0.2472016258
591	0.2470801135
592	0.246964795
593	0.2469043892
594	0.2467729708
595	0.2465724651
596	0.2464859795
597	0.2463494658
598	0.2461404268
599	0.2460028984
600	0.2458645156
601	0.2457574919
602	0.2456642645
603	0.2455646053
604	0.2454268454
605	0.2452984842
606	0.245106374
607	0.2450191081
608	0.2449453259
609	0.2448484807
610	0.244681541
611	0.2446006211
612	0.2444721751
613	0.2443898221
614	0.244252628
615	0.2441700576
616	0.2440447259
617	0.2439215669
618	0.2437878848
619	0.2437186558
620	0.2436522046
621	0.2435437182
622	0.243428181
623	0.2433199387
624	0.2431873056
625	0.2431313234
626	0.2429970426
627	0.2428437214
628	0.242779677
629	0.2426540627
630	0.2425821122
631	0.2424813823
632	0.2423432808
633	0.2422257673
634	0.2421287204
635	0.2420708478
636	0.2419279117
637	0.2418395934
638	0.2417264096
639	0.2416254795
640	0.2414867028
641	0.2413838273
642	0.2412640638
643	0.2411785881
644	0.241086249
645	0.2409415371
646	0.2408057251
647	0.2406695112
648	0.2405402377
649	0.2404287199
650	0.2403562357
651	0.2402379472
652	0.240120165
653	0.239951618
654	0.2398739393
655	0.2397535622
656	0.2396473738
657	0.2395586149
658	0.2394129088
659	0.2392784185
660	0.2390858466
661	0.2389530973
662	0.238842517
663	0.2387599242
664	0.2386415782
665	0.2385138583
666	0.2384163826
667	0.2383224676
668	0.2382109265
669	0.2380851779
670	0.2379304745
671	0.2378498474
672	0.2377966144
673	0.2376952478
674	0.2375279168
675	0.2373858395
676	0.2372774344
677	0.2371510902
678	0.2369862199
679	0.2369031622
680	0.2368214338
681	0.2367066169
682	0.2365275698
683	0.2364323102
684	0.2363487323
685	0.2362627279
686	0.2362245789
687	0.2361443511
688	0.2360982269
689	0.2359790487
690	0.2358887615
691	0.2357749619
692	0.2356425604
693	0.2355201628
694	0.2354231951
695	0.2353127553
696	0.2352094627
697	0.2351182971
698	0.2350146885
699	0.2349255384
700	0.2348395923
701	0.234728603
702	0.2346958729
703	0.2345953446
704	0.2345237917
705	0.2344389911
706	0.2343447469
707	0.2342218982
708	0.2341439934
709	0.2340485791
710	0.2339823047
711	0.2339104478
712	0.2337815175
713	0.2337027819
714	0.2336059838
715	0.2334715296
716	0.2333698691
717	0.2332298259
718	0.2331288286
719	0.2330382579
720	0.2329123418
721	0.2328261598
722	0.2327001867
723	0.2326056688
724	0.2325106735
725	0.2323985432
726	0.232314607
727	0.232229711
728	0.2321592911
729	0.2321011998
730	0.2320106767
731	0.2318592819
732	0.2317783377
733	0.2316781183
734	0.2315720148
735	0.2314772842
736	0.2313897439
737	0.2312868295
738	0.2312221609
739	0.2311327491
740	0.2310520841
741	0.2309624436
742	0.2308948233
743	0.2307775267
744	0.2306836056
745	0.2306103378
746	0.2305606105
747	0.230477793
748	0.2303800015
749	0.2302867725
750	0.230217462
751	0.2301377845
752	0.2300708264
753	0.2299701005
754	0.2298805627
755	0.2297776917
756	0.2297185764
757	0.2296091607
758	0.2294889217
759	0.2294505383
760	0.2293876925
761	0.2292904478
762	0.2292443106
763	0.2291477726
764	0.2290512064
765	0.2289143115
766	0.228844767
767	0.228763982
768	0.2286543691
769	0.2285572739
770	0.2284883739
771	0.2284257342
772	0.2283035551
773	0.2282386896
774	0.2281776991
775	0.2281274787
776	0.2280834395
777	0.2280045774
778	0.227874061
779	0.2278190141
780	0.2277376
781	0.227624894
782	0.2275435916
783	0.2274900712
784	0.2273602113
785	0.2272704582
786	0.2272297022
787	0.2271123745
788	0.227047411
789	0.2269312056
790	0.2268786308
791	0.2268169715
792	0.2267081402
793	0.2266254257
794	0.2265840164
795	0.226475286
796	0.2263677357
797	0.2262754822
798	0.2261671074
799	0.2260304135
800	0.2259413307
801	0.2258506473
802	0.2257580014
803	0.2256757591
804	0.2255541169
805	0.2254546742
806	0.2253808389
807	0.2253307499
808	0.2252150272
809	0.2251222295
810	0.2250600672
811	0.2249347291
812	0.2248726717
813	0.2247681513
814	0.224703854
815	0.2246448253
816	0.2245393836
817	0.224480662
818	0.2243904318
819	0.2243203551
820	0.224194903
821	0.2241344516
822	0.224035185
823	0.2239101905
824	0.2238149968
825	0.2236907424
826	0.2236193145
827	0.2235230823
828	0.2234569744
829	0.2233970089
830	0.2233192937
831	0.2232490834
832	0.2231695684
833	0.22309048
834	0.2230293834
835	0.2229787283
836	0.2229385001
837	0.2228765306
838	0.2227224951
839	0.2226121231
840	0.2225196004
841	0.2223947807
842	0.2222932487
843	0.2221962303
844	0.2220481883
845	0.2219626596
846	0.2219123293
847	0.2218344954
848	0.2217741726
849	0.2216988092
850	0.2215777
851	0.221457549
852	0.2214012262
853	0.2213370734
854	0.2212653272
855	0.2211935731
856	0.2211634608
857	0.2210477573
858	0.2209918424
859	0.2209614982
860	0.2209156186
861	0.220853813
862	0.2207492498
863	0.2206808856
864	0.2205861554
865	0.220489136
866	0.2204018621
867	0.2203397676
868	0.2202665088
869	0.2202117591
870	0.2201241487
871	0.2200219167
872	0.2199287902
873	0.2198584802
874	0.219776056
875	0.2197224652
876	0.2196121332
877	0.2195322586
878	0.2194587126
879	0.2194009963
880	0.2192961206
881	0.2191900535
882	0.2190660874
883	0.21898298
884	0.218893256
885	0.2188133767
886	0.2186187327
887	0.2185351459
888	0.2184769719
889	0.2183592996
890	0.2183222406
891	0.2182118666
892	0.2181694233
893	0.2181089623
894	0.2180563397
895	0.2179543494
896	0.2178492654
897	0.2177582947
898	0.2176424817
899	0.2175615008
900	0.2174665513
901	0.2173786806
902	0.2173101369
903	0.2172332005
904	0.2171507435
905	0.2170982432
906	0.2170231352
907	0.2169219315
908	0.2168663834
909	0.2167964341
910	0.2167486901
911	0.2166835941
912	0.2165807503
913	0.2165124288
914	0.2164152177
915	0.2163038433
916	0.2161943854
917	0.2161371152
918	0.2160429533
919	0.2160081876
920	0.2159252223
921	0.2158219728
922	0.2157779169
923	0.2156898451
924	0.2155211814
925	0.2154780873
926	0.2154218342
927	0.2153373973
928	0.2152211793
929	0.2150940502
930	0.2150616719
931	0.215008777
932	0.2148760723
933	0.214781275
934	0.2146973733
935	0.2146286133
936	0.2145482262
937	0.214511161
938	0.2144286913
939	0.2142846223
940	0.2142230115
941	0.2141056674
942	0.2140285628
943	0.2139490411
944	0.2138995368
945	0.2137741701
946	0.2136612497
947	0.2136218567
948	0.2135312508
949	0.2133738843
950	0.213282036
951	0.2131953031
952	0.2131302521
953	0.2130617482
954	0.2129362333
955	0.2128709908
956	0.2127825458
957	0.2127112052
958	0.212539973
959	0.212431272
960	0.2123310455
961	0.2122428673
962	0.212126555
963	0.2120711052
964	0.2120254737
965	0.211930738
966	0.2118505526
967	0.2117687337
968	0.2116973807
969	0.2116302051
970	0.2115565065
971	0.2115108525
972	0.2114447048
973	0.2113424604
974	0.2112632245
975	0.2112238852
976	0.2111873008
977	0.2111166391
978	0.211035864
979	0.2109864888
980	0.2109129596
981	0.2108532447
982	0.2107721246
983	0.2107109462
984	0.2106263674
985	0.2104743942
986	0.2103744042
987	0.2103273881
988	0.210232324
989	0.2101806911
990	0.2100928086
991	0.2100408863
992	0.2099001804
993	0.2097808255
994	0.2096294604
995	0.2095566789
996	0.2094665694
997	0.2093564622
998	0.2092603331
999	0.209227386
